layer,type,params,ANN_comp_energy_mJ,SNN_comp_energy_mJ,ANN_memory_energy_mJ,SNN_memory_energy_mJ,ANN_total_energy_mJ,SNN_total_energy_mJ
fc1,fc,9437184,0.030199910400000005,0.0039776256000000005,0.07872,0.4720384000000001,0.1089199104,0.47601602560000006
fc2,fc,9437184,0.030199910400000005,0.0039776256000000005,0.07872,0.4720384000000001,0.2178398208,0.9520320512000001
fc3,fc,9437184,0.030199910400000005,0.0039776256000000005,0.07872,0.4720384000000001,0.3267597312,1.4280480768000001
